"","Genus","Species"
"Otu01961",NA,NA
"Otu01962",NA,NA
"Otu01963",NA,NA
"Otu01964",NA,NA
"Otu01965",NA,NA
"Otu01966","Pseudomonas","deceptionensis/endophytica/fluorescens/fragi/helleri/lundensis/psychrophila/putida/syringae/taiwanensis/weihenstephanensis"
"Otu01967",NA,NA
"Otu01968",NA,NA
"Otu01969",NA,NA
"Otu01970",NA,NA
"Otu01971",NA,NA
"Otu01972",NA,NA
"Otu01973",NA,NA
"Otu01974",NA,NA
"Otu01975",NA,NA
"Otu01976",NA,NA
"Otu01977",NA,NA
"Otu01978","Ruminococcaceae","bacterium"
"Otu01979",NA,NA
"Otu01980","Kiloniella","litopenaei"
"Otu01981",NA,NA
"Otu01982",NA,NA
"Otu01983",NA,NA
"Otu01984",NA,NA
"Otu01985",NA,NA
"Otu01986",NA,NA
"Otu01987",NA,NA
"Otu01988",NA,NA
"Otu01989",NA,NA
"Otu01990","Clostridioides","difficile"
"Otu01991",NA,NA
"Otu01992",NA,NA
"Otu01993",NA,NA
"Otu01994",NA,NA
"Otu01995",NA,NA
"Otu01996",NA,NA
"Otu01997",NA,NA
"Otu01998","Ruminococcus","torques"
"Otu01999",NA,NA
"Otu02000",NA,NA
"Otu02001",NA,NA
"Otu02002",NA,NA
"Otu02003",NA,NA
"Otu02004",NA,NA
"Otu02005",NA,NA
"Otu02006",NA,NA
"Otu02007",NA,NA
"Otu02008",NA,NA
"Otu02009",NA,NA
"Otu02010",NA,NA
"Otu02011",NA,NA
"Otu02012",NA,NA
"Otu02013",NA,NA
"Otu02014",NA,NA
"Otu02016",NA,NA
"Otu02017",NA,NA
"Otu02018",NA,NA
"Otu02019",NA,NA
"Otu02020",NA,NA
"Otu02021",NA,NA
"Otu02022",NA,NA
"Otu02023",NA,NA
"Otu02024",NA,NA
"Otu02025",NA,NA
"Otu02026",NA,NA
"Otu02027",NA,NA
"Otu02028",NA,NA
"Otu02029",NA,NA
"Otu02030",NA,NA
"Otu02031","Psychrobacter","cibarius/fozii/glacincola/immobilis/namhaensis"
"Otu02032",NA,NA
"Otu02033",NA,NA
"Otu02034",NA,NA
"Otu02036",NA,NA
"Otu02038",NA,NA
"Otu02040",NA,NA
"Otu02041",NA,NA
"Otu02042",NA,NA
"Otu02043",NA,NA
"Otu02044",NA,NA
"Otu02045",NA,NA
"Otu02046",NA,NA
"Otu02047",NA,NA
"Otu02048",NA,NA
"Otu02049",NA,NA
"Otu02050",NA,NA
"Otu02051",NA,NA
"Otu02052",NA,NA
"Otu02054",NA,NA
"Otu02055",NA,NA
"Otu02056",NA,NA
"Otu02057",NA,NA
"Otu02058","Atelocyanobacterium","thalassa"
"Otu02060",NA,NA
"Otu02061",NA,NA
"Otu02062",NA,NA
"Otu02063",NA,NA
"Otu02064",NA,NA
"Otu02065",NA,NA
"Otu02066",NA,NA
"Otu02067",NA,NA
"Otu02068",NA,NA
"Otu02069",NA,NA
"Otu02071",NA,NA
"Otu02072",NA,NA
"Otu02074",NA,NA
"Otu02075",NA,NA
"Otu02076",NA,NA
"Otu02077",NA,NA
"Otu02078",NA,NA
"Otu02079",NA,NA
"Otu02080",NA,NA
"Otu02081",NA,NA
"Otu02082",NA,NA
"Otu02083",NA,NA
"Otu02084",NA,NA
"Otu02085",NA,NA
"Otu02086",NA,NA
"Otu02087",NA,NA
"Otu02088",NA,NA
"Otu02089",NA,NA
"Otu02090",NA,NA
"Otu02091",NA,NA
"Otu02092","Dorea","formicigenerans"
"Otu02093",NA,NA
"Otu02094",NA,NA
"Otu02095",NA,NA
"Otu02096",NA,NA
"Otu02097",NA,NA
"Otu02098",NA,NA
"Otu02099",NA,NA
"Otu02100",NA,NA
"Otu02101",NA,NA
"Otu02102",NA,NA
"Otu02103",NA,NA
"Otu02104",NA,NA
"Otu02105","Blautia","faecis"
"Otu02106",NA,NA
"Otu02107",NA,NA
"Otu02108",NA,NA
"Otu02109",NA,NA
"Otu02110",NA,NA
"Otu02111",NA,NA
"Otu02112",NA,NA
"Otu02113",NA,NA
"Otu02114",NA,NA
"Otu02115",NA,NA
"Otu02116",NA,NA
"Otu02117",NA,NA
"Otu02118",NA,NA
"Otu02119",NA,NA
"Otu02120",NA,NA
"Otu02121",NA,NA
"Otu02122",NA,NA
"Otu02123",NA,NA
"Otu02124","Rhodococcus","aetherivorans/agglutinans/hoagii/phenolicus/rhodochrous/ruber/zopfii"
"Otu02125","Collinsella","aerofaciens"
"Otu02127",NA,NA
"Otu02128",NA,NA
"Otu02129",NA,NA
"Otu02130",NA,NA
"Otu02131",NA,NA
"Otu02132",NA,NA
"Otu02133",NA,NA
"Otu02134",NA,NA
"Otu02135",NA,NA
"Otu02136",NA,NA
"Otu02137",NA,NA
"Otu02138",NA,NA
"Otu02139","Aureisphaera","salina"
"Otu02140",NA,NA
"Otu02141",NA,NA
"Otu02142",NA,NA
"Otu02143",NA,NA
"Otu02144",NA,NA
"Otu02145",NA,NA
"Otu02146",NA,NA
"Otu02147",NA,NA
"Otu02148",NA,NA
"Otu02149",NA,NA
"Otu02151","Microbulbifer","agarilyticus/hydrolyticus/mangrovi"
"Otu02152",NA,NA
"Otu02153",NA,NA
"Otu02154",NA,NA
"Otu02156",NA,NA
"Otu02157",NA,NA
"Otu02158",NA,NA
"Otu02159",NA,NA
"Otu02160",NA,NA
"Otu02161",NA,NA
"Otu02162",NA,NA
"Otu02163",NA,NA
"Otu02164",NA,NA
"Otu02165",NA,NA
"Otu02166",NA,NA
"Otu02167",NA,NA
"Otu02168",NA,NA
"Otu02169",NA,NA
"Otu02171",NA,NA
"Otu02172",NA,NA
"Otu02173",NA,NA
"Otu02174",NA,NA
"Otu02175",NA,NA
"Otu02176",NA,NA
"Otu02177",NA,NA
"Otu02178",NA,NA
"Otu02179",NA,NA
"Otu02180",NA,NA
"Otu02181",NA,NA
"Otu02182","Ruminococcus","gnavus"
"Otu02183",NA,NA
"Otu02184",NA,NA
"Otu02185","Colwellia","psychrerythraea"
"Otu02186",NA,NA
"Otu02187",NA,NA
"Otu02188",NA,NA
"Otu02189",NA,NA
"Otu02190",NA,NA
"Otu02191",NA,NA
"Otu02192",NA,NA
"Otu02193",NA,NA
"Otu02194",NA,NA
"Otu02195",NA,NA
"Otu02197",NA,NA
"Otu02198",NA,NA
"Otu02199",NA,NA
"Otu02200",NA,NA
"Otu02201",NA,NA
"Otu02202",NA,NA
"Otu02203",NA,NA
"Otu02204",NA,NA
"Otu02205",NA,NA
"Otu02206",NA,NA
"Otu02207",NA,NA
"Otu02208",NA,NA
"Otu02209",NA,NA
"Otu02210",NA,NA
"Otu02211",NA,NA
"Otu02212",NA,NA
"Otu02213",NA,NA
"Otu02214",NA,NA
"Otu02215",NA,NA
"Otu02216",NA,NA
"Otu02217",NA,NA
"Otu02218",NA,NA
"Otu02219",NA,NA
"Otu02220",NA,NA
"Otu02221",NA,NA
"Otu02222",NA,NA
"Otu02223","Corallomonas","stylophorae"
"Otu02224",NA,NA
"Otu02225",NA,NA
"Otu02226",NA,NA
"Otu02227",NA,NA
"Otu02228",NA,NA
"Otu02229",NA,NA
"Otu02230",NA,NA
"Otu02231",NA,NA
"Otu02232",NA,NA
"Otu02233",NA,NA
"Otu02234",NA,NA
"Otu02235",NA,NA
"Otu02236",NA,NA
"Otu02237",NA,NA
"Otu02238",NA,NA
"Otu02240",NA,NA
"Otu02241",NA,NA
"Otu02242",NA,NA
"Otu02243",NA,NA
"Otu02244",NA,NA
"Otu02245",NA,NA
"Otu02246",NA,NA
"Otu02247",NA,NA
"Otu02248",NA,NA
"Otu02249",NA,NA
"Otu02250",NA,NA
"Otu02251",NA,NA
"Otu02252",NA,NA
"Otu02253",NA,NA
"Otu02254",NA,NA
"Otu02255",NA,NA
"Otu02256",NA,NA
"Otu02257","Persicobacter","psychrovividus"
"Otu02258",NA,NA
"Otu02259",NA,NA
"Otu02260",NA,NA
"Otu02261",NA,NA
"Otu02262",NA,NA
"Otu02263",NA,NA
"Otu02264",NA,NA
"Otu02265",NA,NA
"Otu02266",NA,NA
"Otu02267",NA,NA
"Otu02268",NA,NA
"Otu02269",NA,NA
"Otu02270",NA,NA
"Otu02271",NA,NA
"Otu02272",NA,NA
"Otu02273",NA,NA
"Otu02274",NA,NA
"Otu02275",NA,NA
"Otu02276",NA,NA
"Otu02277",NA,NA
"Otu02278",NA,NA
"Otu02279",NA,NA
"Otu02280",NA,NA
"Otu02281",NA,NA
"Otu02282",NA,NA
"Otu02283",NA,NA
"Otu02284",NA,NA
"Otu02285",NA,NA
"Otu02286",NA,NA
"Otu02287",NA,NA
"Otu02288",NA,NA
"Otu02289",NA,NA
"Otu02290",NA,NA
"Otu02291",NA,NA
"Otu02292",NA,NA
"Otu02293",NA,NA
"Otu02294",NA,NA
"Otu02295",NA,NA
"Otu02296",NA,NA
"Otu02297",NA,NA
"Otu02298",NA,NA
"Otu02299",NA,NA
"Otu02300",NA,NA
"Otu02301",NA,NA
"Otu02302",NA,NA
"Otu02303",NA,NA
"Otu02304",NA,NA
"Otu02305",NA,NA
"Otu02306",NA,NA
"Otu02307",NA,NA
"Otu02308",NA,NA
"Otu02309",NA,NA
"Otu02310",NA,NA
"Otu02311",NA,NA
"Otu02312",NA,NA
"Otu02313",NA,NA
"Otu02314",NA,NA
"Otu02315",NA,NA
"Otu02316",NA,NA
"Otu02317",NA,NA
"Otu02318",NA,NA
"Otu02319",NA,NA
"Otu02320",NA,NA
"Otu02321",NA,NA
"Otu02322",NA,NA
"Otu02323",NA,NA
"Otu02324",NA,NA
"Otu02325",NA,NA
"Otu02327",NA,NA
"Otu02328",NA,NA
"Otu02329",NA,NA
"Otu02330",NA,NA
"Otu02331",NA,NA
"Otu02332",NA,NA
"Otu02333",NA,NA
"Otu02334",NA,NA
"Otu02335",NA,NA
"Otu02336",NA,NA
"Otu02337",NA,NA
"Otu02338",NA,NA
"Otu02339",NA,NA
"Otu02341",NA,NA
"Otu02342",NA,NA
"Otu02343",NA,NA
"Otu02344",NA,NA
"Otu02345",NA,NA
"Otu02346",NA,NA
"Otu02347",NA,NA
"Otu02348",NA,NA
"Otu02349",NA,NA
"Otu02350",NA,NA
"Otu02351",NA,NA
"Otu02352",NA,NA
"Otu02353",NA,NA
"Otu02354",NA,NA
"Otu02355",NA,NA
"Otu02356",NA,NA
"Otu02357",NA,NA
"Otu02358",NA,NA
"Otu02360",NA,NA
"Otu02361",NA,NA
"Otu02362",NA,NA
"Otu02363",NA,NA
"Otu02364",NA,NA
"Otu02365",NA,NA
"Otu02366","Pyruvatibacter","mobilis"
"Otu02367",NA,NA
"Otu02368",NA,NA
"Otu02369",NA,NA
"Otu02370",NA,NA
"Otu02371",NA,NA
"Otu02372",NA,NA
"Otu02373",NA,NA
"Otu02374",NA,NA
"Otu02376",NA,NA
"Otu02377",NA,NA
"Otu02378",NA,NA
"Otu02379","Bacillus","circulans/hisashii/thermoamylovorans"
"Otu02380",NA,NA
"Otu02381",NA,NA
"Otu02382",NA,NA
"Otu02383",NA,NA
"Otu02384",NA,NA
"Otu02385",NA,NA
"Otu02386",NA,NA
"Otu02387",NA,NA
"Otu02388",NA,NA
"Otu02389",NA,NA
"Otu02391",NA,NA
"Otu02392",NA,NA
"Otu02393",NA,NA
"Otu02394",NA,NA
"Otu02395",NA,NA
"Otu02396",NA,NA
"Otu02397","Albimonas","pacifica"
"Otu02398",NA,NA
"Otu02399",NA,NA
"Otu02400",NA,NA
"Otu02401",NA,NA
"Otu02402",NA,NA
"Otu02403",NA,NA
"Otu02404","Selenomonas","bovis"
"Otu02405",NA,NA
"Otu02406",NA,NA
"Otu02408",NA,NA
"Otu02409",NA,NA
"Otu02410",NA,NA
"Otu02411",NA,NA
"Otu02412",NA,NA
"Otu02413",NA,NA
"Otu02414",NA,NA
"Otu02415",NA,NA
"Otu02416",NA,NA
"Otu02417",NA,NA
"Otu02418",NA,NA
"Otu02419","Laribacter","hongkongensis"
"Otu02420",NA,NA
"Otu02421",NA,NA
"Otu02422",NA,NA
"Otu02423",NA,NA
"Otu02424",NA,NA
"Otu02425",NA,NA
"Otu02426",NA,NA
"Otu02427",NA,NA
"Otu02428",NA,NA
"Otu02429",NA,NA
"Otu02430",NA,NA
"Otu02431",NA,NA
"Otu02432",NA,NA
"Otu02433",NA,NA
"Otu02434",NA,NA
"Otu02436",NA,NA
"Otu02437",NA,NA
"Otu02438",NA,NA
"Otu02439",NA,NA
"Otu02440",NA,NA
"Otu02441",NA,NA
"Otu02442",NA,NA
"Otu02443",NA,NA
"Otu02444",NA,NA
"Otu02445",NA,NA
"Otu02446",NA,NA
"Otu02447",NA,NA
"Otu02448",NA,NA
"Otu02449",NA,NA
"Otu02450",NA,NA
"Otu02451",NA,NA
"Otu02452",NA,NA
"Otu02453",NA,NA
"Otu02454",NA,NA
"Otu02455",NA,NA
"Otu02456",NA,NA
"Otu02457",NA,NA
"Otu02458",NA,NA
"Otu02459",NA,NA
"Otu02460",NA,NA
"Otu02461",NA,NA
"Otu02462",NA,NA
"Otu02463",NA,NA
"Otu02464","Moritella","abyssi/dasanensis/japonica/marina/profunda/viscosa"
"Otu02465",NA,NA
"Otu02466",NA,NA
"Otu02467",NA,NA
"Otu02468",NA,NA
"Otu02469",NA,NA
"Otu02470",NA,NA
"Otu02471",NA,NA
"Otu02472",NA,NA
"Otu02473",NA,NA
"Otu02474",NA,NA
"Otu02475",NA,NA
"Otu02476",NA,NA
"Otu02478",NA,NA
"Otu02479",NA,NA
"Otu02480",NA,NA
"Otu02481",NA,NA
"Otu02482",NA,NA
"Otu02483",NA,NA
"Otu02484",NA,NA
"Otu02485",NA,NA
"Otu02486",NA,NA
"Otu02487",NA,NA
"Otu02488",NA,NA
"Otu02489",NA,NA
"Otu02490",NA,NA
"Otu02491",NA,NA
"Otu02492",NA,NA
"Otu02493",NA,NA
"Otu02494",NA,NA
"Otu02495",NA,NA
"Otu02496",NA,NA
"Otu02497",NA,NA
"Otu02498",NA,NA
"Otu02499",NA,NA
"Otu02500",NA,NA
"Otu02501",NA,NA
"Otu02502",NA,NA
"Otu02503",NA,NA
"Otu02504",NA,NA
"Otu02505",NA,NA
"Otu02506",NA,NA
"Otu02507",NA,NA
"Otu02508","Anaeromicrobium","sediminis"
"Otu02509",NA,NA
"Otu02510",NA,NA
"Otu02511",NA,NA
"Otu02512",NA,NA
"Otu02513",NA,NA
"Otu02514",NA,NA
"Otu02515",NA,NA
"Otu02516",NA,NA
"Otu02517",NA,NA
"Otu02518",NA,NA
"Otu02520",NA,NA
"Otu02521",NA,NA
"Otu02522",NA,NA
"Otu02523",NA,NA
"Otu02525",NA,NA
"Otu02527",NA,NA
"Otu02528",NA,NA
"Otu02529",NA,NA
"Otu02531",NA,NA
"Otu02532",NA,NA
"Otu02533",NA,NA
"Otu02534",NA,NA
"Otu02535",NA,NA
"Otu02536",NA,NA
"Otu02537",NA,NA
"Otu02538",NA,NA
"Otu02539",NA,NA
"Otu02540",NA,NA
"Otu02541",NA,NA
"Otu02542",NA,NA
"Otu02543",NA,NA
"Otu02544",NA,NA
"Otu02545",NA,NA
"Otu02546","Bacillus","aquimaris/baekryungensis/haikouensis/marisflavi/oryzaecorticis/subtilis/vietnamensis"
"Otu02547",NA,NA
"Otu02548",NA,NA
"Otu02549",NA,NA
"Otu02550",NA,NA
"Otu02552",NA,NA
"Otu02553",NA,NA
"Otu02554",NA,NA
"Otu02555",NA,NA
"Otu02556",NA,NA
"Otu02557",NA,NA
"Otu02558",NA,NA
"Otu02559",NA,NA
"Otu02560",NA,NA
"Otu02561",NA,NA
"Otu02562",NA,NA
"Otu02563",NA,NA
"Otu02564",NA,NA
"Otu02565",NA,NA
"Otu02566",NA,NA
"Otu02567",NA,NA
"Otu02568",NA,NA
"Otu02569",NA,NA
"Otu02570",NA,NA
"Otu02571",NA,NA
"Otu02572",NA,NA
"Otu02573",NA,NA
"Otu02574",NA,NA
"Otu02575",NA,NA
"Otu02576",NA,NA
"Otu02577","Algicola","sagamiensis"
"Otu02578",NA,NA
"Otu02579",NA,NA
"Otu02580",NA,NA
"Otu02581",NA,NA
"Otu02582",NA,NA
"Otu02583",NA,NA
"Otu02584",NA,NA
"Otu02585",NA,NA
"Otu02586",NA,NA
"Otu02587",NA,NA
"Otu02588",NA,NA
"Otu02589",NA,NA
"Otu02590",NA,NA
"Otu02591",NA,NA
"Otu02592","Acinetobacter","beijerinckii/haemolyticus/junii/venetianus"
"Otu02593",NA,NA
"Otu02594",NA,NA
"Otu02595",NA,NA
"Otu02596",NA,NA
"Otu02597",NA,NA
"Otu02598",NA,NA
"Otu02599",NA,NA
"Otu02600",NA,NA
"Otu02601",NA,NA
"Otu02602",NA,NA
"Otu02603",NA,NA
"Otu02604",NA,NA
"Otu02605",NA,NA
"Otu02606",NA,NA
"Otu02607",NA,NA
"Otu02608",NA,NA
"Otu02609",NA,NA
"Otu02610",NA,NA
"Otu02611",NA,NA
"Otu02612",NA,NA
"Otu02613",NA,NA
"Otu02614",NA,NA
"Otu02615",NA,NA
"Otu02616",NA,NA
"Otu02617",NA,NA
"Otu02618",NA,NA
"Otu02619",NA,NA
"Otu02620",NA,NA
"Otu02621",NA,NA
"Otu02622",NA,NA
"Otu02623",NA,NA
"Otu02624",NA,NA
"Otu02625",NA,NA
"Otu02626",NA,NA
"Otu02627",NA,NA
"Otu02628",NA,NA
"Otu02629",NA,NA
"Otu02631","Pelagicoccus","litoralis"
"Otu02632",NA,NA
"Otu02633",NA,NA
"Otu02634","Ruminococcus","lactaris"
"Otu02635",NA,NA
"Otu02636",NA,NA
"Otu02637",NA,NA
"Otu02638","Butyricimonas","faecihominis"
"Otu02639",NA,NA
"Otu02640",NA,NA
"Otu02642",NA,NA
"Otu02643","Pseudofulvibacter","geojedonensis"
"Otu02644",NA,NA
"Otu02645",NA,NA
"Otu02646",NA,NA
"Otu02647",NA,NA
"Otu02648",NA,NA
"Otu02649",NA,NA
"Otu02652",NA,NA
"Otu02653","Coraliomargarita","akajimensis"
"Otu02654",NA,NA
"Otu02655",NA,NA
"Otu02656","Dasania","marina"
"Otu02657",NA,NA
"Otu02658",NA,NA
"Otu02659",NA,NA
"Otu02660",NA,NA
"Otu02661",NA,NA
"Otu02662",NA,NA
"Otu02663",NA,NA
"Otu02664",NA,NA
"Otu02665",NA,NA
"Otu02666",NA,NA
"Otu02667",NA,NA
"Otu02668",NA,NA
"Otu02669",NA,NA
"Otu02670",NA,NA
"Otu02671",NA,NA
"Otu02672",NA,NA
"Otu02673",NA,NA
"Otu02674",NA,NA
"Otu02675",NA,NA
"Otu02676",NA,NA
"Otu02677",NA,NA
"Otu02678",NA,NA
"Otu02679",NA,NA
"Otu02680",NA,NA
"Otu02681",NA,NA
"Otu02682",NA,NA
"Otu02683",NA,NA
"Otu02684",NA,NA
"Otu02685",NA,NA
"Otu02686",NA,NA
"Otu02687",NA,NA
"Otu02688",NA,NA
"Otu02689",NA,NA
"Otu02690",NA,NA
"Otu02691",NA,NA
"Otu02692",NA,NA
"Otu02693",NA,NA
"Otu02694",NA,NA
"Otu02695",NA,NA
"Otu02696",NA,NA
"Otu02697",NA,NA
"Otu02698",NA,NA
"Otu02699",NA,NA
"Otu02700",NA,NA
"Otu02701",NA,NA
"Otu02702",NA,NA
"Otu02703",NA,NA
"Otu02704",NA,NA
"Otu02705",NA,NA
"Otu02706",NA,NA
"Otu02707",NA,NA
"Otu02708",NA,NA
"Otu02709",NA,NA
"Otu02710","Methylobacterium","adhaesivum"
"Otu02711",NA,NA
"Otu02712",NA,NA
"Otu02713",NA,NA
"Otu02714",NA,NA
"Otu02715",NA,NA
"Otu02716",NA,NA
"Otu02717",NA,NA
"Otu02718",NA,NA
"Otu02719",NA,NA
"Otu02720",NA,NA
"Otu02721",NA,NA
"Otu02722",NA,NA
"Otu02723",NA,NA
"Otu02724",NA,NA
"Otu02725",NA,NA
"Otu02727",NA,NA
"Otu02728",NA,NA
"Otu02729",NA,NA
"Otu02730",NA,NA
"Otu02731",NA,NA
"Otu02732",NA,NA
"Otu02733","Bacteroides","plebeius"
"Otu02734",NA,NA
"Otu02735",NA,NA
"Otu02736",NA,NA
"Otu02737",NA,NA
"Otu02738",NA,NA
"Otu02739",NA,NA
"Otu02740",NA,NA
"Otu02742",NA,NA
"Otu02743",NA,NA
"Otu02744",NA,NA
"Otu02745",NA,NA
"Otu02747",NA,NA
"Otu02748",NA,NA
"Otu02749",NA,NA
"Otu02750",NA,NA
"Otu02751",NA,NA
"Otu02752",NA,NA
"Otu02753",NA,NA
"Otu02754",NA,NA
"Otu02755",NA,NA
"Otu02756",NA,NA
"Otu02757",NA,NA
"Otu02758",NA,NA
"Otu02759",NA,NA
"Otu02760",NA,NA
"Otu02761",NA,NA
"Otu02762",NA,NA
"Otu02763",NA,NA
"Otu02764",NA,NA
"Otu02765",NA,NA
"Otu02766","Spongiibacter","marinus/tropicus"
"Otu02767",NA,NA
"Otu02768",NA,NA
"Otu02769",NA,NA
"Otu02770",NA,NA
"Otu02771",NA,NA
"Otu02772",NA,NA
"Otu02773",NA,NA
"Otu02774",NA,NA
"Otu02775",NA,NA
"Otu02776",NA,NA
"Otu02777",NA,NA
"Otu02778",NA,NA
"Otu02779",NA,NA
"Otu02780",NA,NA
"Otu02781",NA,NA
"Otu02782",NA,NA
"Otu02783",NA,NA
"Otu02784",NA,NA
"Otu02785","Rhodoblastus","acidophilus/sphagnicola"
"Otu02786",NA,NA
"Otu02787",NA,NA
"Otu02788",NA,NA
"Otu02789",NA,NA
"Otu02790",NA,NA
"Otu02791",NA,NA
"Otu02792",NA,NA
"Otu02793",NA,NA
"Otu02794",NA,NA
"Otu02795",NA,NA
"Otu02796",NA,NA
"Otu02797",NA,NA
"Otu02798",NA,NA
"Otu02799",NA,NA
"Otu02800",NA,NA
"Otu02801",NA,NA
"Otu02802",NA,NA
"Otu02803",NA,NA
"Otu02804",NA,NA
"Otu02805",NA,NA
"Otu02806",NA,NA
"Otu02807",NA,NA
"Otu02808",NA,NA
"Otu02809",NA,NA
"Otu02810",NA,NA
"Otu02811",NA,NA
"Otu02812",NA,NA
"Otu02813",NA,NA
"Otu02814",NA,NA
"Otu02815",NA,NA
"Otu02816",NA,NA
"Otu02817",NA,NA
"Otu02818",NA,NA
"Otu02819",NA,NA
"Otu02820",NA,NA
"Otu02821",NA,NA
"Otu02822",NA,NA
"Otu02823",NA,NA
"Otu02824",NA,NA
"Otu02825",NA,NA
"Otu02826","Lactobacillus","ruminis"
"Otu02827",NA,NA
"Otu02828",NA,NA
"Otu02829",NA,NA
"Otu02830","Flammeovirga","aprica"
"Otu02831",NA,NA
"Otu02832",NA,NA
"Otu02833",NA,NA
"Otu02834",NA,NA
"Otu02835",NA,NA
"Otu02836",NA,NA
"Otu02837",NA,NA
"Otu02838",NA,NA
"Otu02839",NA,NA
"Otu02840",NA,NA
"Otu02841",NA,NA
"Otu02842",NA,NA
"Otu02843",NA,NA
"Otu02844",NA,NA
"Otu02845",NA,NA
"Otu02846",NA,NA
"Otu02847",NA,NA
"Otu02848","Methylobacterium","komagatae"
"Otu02849",NA,NA
"Otu02850",NA,NA
"Otu02851",NA,NA
"Otu02852",NA,NA
"Otu02853",NA,NA
"Otu02854",NA,NA
"Otu02855",NA,NA
"Otu02856",NA,NA
"Otu02857",NA,NA
"Otu02858",NA,NA
"Otu02859",NA,NA
"Otu02861",NA,NA
"Otu02862",NA,NA
"Otu02863",NA,NA
"Otu02864",NA,NA
"Otu02865",NA,NA
"Otu02866",NA,NA
"Otu02867",NA,NA
"Otu02868",NA,NA
"Otu02869",NA,NA
"Otu02870",NA,NA
"Otu02871",NA,NA
"Otu02872",NA,NA
"Otu02873",NA,NA
"Otu02874",NA,NA
"Otu02875",NA,NA
"Otu02876",NA,NA
"Otu02877",NA,NA
"Otu02878",NA,NA
"Otu02879",NA,NA
"Otu02880",NA,NA
"Otu02881",NA,NA
"Otu02882",NA,NA
"Otu02883",NA,NA
"Otu02884","Ruminococcus","callidus"
"Otu02885",NA,NA
"Otu02886",NA,NA
"Otu02887",NA,NA
"Otu02888",NA,NA
"Otu02889",NA,NA
"Otu02890",NA,NA
"Otu02891",NA,NA
"Otu02892",NA,NA
"Otu02893",NA,NA
"Otu02894",NA,NA
"Otu02895",NA,NA
"Otu02896",NA,NA
"Otu02897",NA,NA
"Otu02898",NA,NA
"Otu02899",NA,NA
"Otu02900",NA,NA
"Otu02901",NA,NA
"Otu02902",NA,NA
"Otu02903",NA,NA
"Otu02904",NA,NA
"Otu02905",NA,NA
"Otu02906",NA,NA
"Otu02907",NA,NA
"Otu02908",NA,NA
"Otu02909",NA,NA
"Otu02911",NA,NA
"Otu02912",NA,NA
"Otu02913",NA,NA
"Otu02914","Sphaerotilus","natans"
"Otu02915",NA,NA
"Otu02916",NA,NA
"Otu02917","Butyricicoccus","faecihominis"
"Otu02918",NA,NA
"Otu02919",NA,NA
"Otu02920",NA,NA
"Otu02921",NA,NA
"Otu02922",NA,NA
"Otu02923",NA,NA
"Otu02925",NA,NA
"Otu02926",NA,NA
"Otu02927",NA,NA
"Otu02928",NA,NA
"Otu02929",NA,NA
"Otu02930",NA,NA
"Otu02931",NA,NA
"Otu02932",NA,NA
"Otu02933",NA,NA
"Otu02934",NA,NA
"Otu02935",NA,NA
"Otu02936","Eubacterium","aggregans/barkeri"
"Otu02937",NA,NA
"Otu02938",NA,NA
"Otu02939",NA,NA
"Otu02940",NA,NA
"Otu02941",NA,NA
"Otu02942",NA,NA
"Otu02943",NA,NA
"Otu02944",NA,NA
"Otu02945",NA,NA
"Otu02946",NA,NA
"Otu02947",NA,NA
"Otu02949",NA,NA
"Otu02950",NA,NA
"Otu02951",NA,NA
"Otu02952",NA,NA
"Otu02953",NA,NA
"Otu02954",NA,NA
"Otu02956",NA,NA
"Otu02957",NA,NA
"Otu02958",NA,NA
"Otu02959",NA,NA
"Otu02960",NA,NA
"Otu02961",NA,NA
"Otu02962",NA,NA
"Otu02963",NA,NA
"Otu02965",NA,NA
"Otu02966",NA,NA
"Otu02968",NA,NA
"Otu02969",NA,NA
"Otu02970",NA,NA
"Otu02971",NA,NA
"Otu02972",NA,NA
"Otu02973",NA,NA
"Otu02974",NA,NA
"Otu02975",NA,NA
"Otu02976",NA,NA
"Otu02978",NA,NA
"Otu02979","Aquimarina","salinaria"
"Otu02980",NA,NA
"Otu02981",NA,NA
"Otu02982",NA,NA
"Otu02983",NA,NA
"Otu02984",NA,NA
"Otu02985",NA,NA
"Otu02986",NA,NA
"Otu02988",NA,NA
"Otu02989",NA,NA
"Otu02990",NA,NA
"Otu02991",NA,NA
"Otu02992",NA,NA
"Otu02993",NA,NA
"Otu02994",NA,NA
"Otu02995",NA,NA
"Otu02996",NA,NA
"Otu02997",NA,NA
"Otu02998",NA,NA
"Otu02999",NA,NA
"Otu03000",NA,NA
"Otu03001",NA,NA
"Otu03002",NA,NA
"Otu03003",NA,NA
"Otu03004",NA,NA
"Otu03005","Lawsonella","clevelandensis"
"Otu03006",NA,NA
"Otu03007",NA,NA
"Otu03008",NA,NA
"Otu03009","Aquaspirillum","serpens"
"Otu03010",NA,NA
"Otu03011",NA,NA
"Otu03012",NA,NA
"Otu03013",NA,NA
"Otu03014",NA,NA
"Otu03015",NA,NA
"Otu03016",NA,NA
"Otu03017",NA,NA
"Otu03018",NA,NA
"Otu03019",NA,NA
"Otu03020",NA,NA
"Otu03021",NA,NA
"Otu03022",NA,NA
"Otu03023",NA,NA
"Otu03024",NA,NA
"Otu03025",NA,NA
"Otu03026",NA,NA
"Otu03027","Streptococcus","australis/mitis/oralis/parasanguinis/rubneri/sanguinis"
"Otu03028",NA,NA
"Otu03029",NA,NA
"Otu03030",NA,NA
